paper_id,title,journal,year,doi,catalyst_type,catalyst_name,pollutant_category,pollutant_name,oxidant,mechanism_category,identified_species,dominant_species,removal_efficiency_pct,reaction_time_min,rate_constant,rate_constant_unit,reusability_cycles,key_active_sites,is_photo_assisted,is_electrochemical
Constructing-electron-rich-metal-sites-in-M0-5Co0-5O-throug_2025_Journal-of-,Constructing electron-rich metal sites in M0.5Co0.5O through N substitution for efficient peroxymonosulfate activation to degrade organic pollutants,Journal of Cleaner Production,2024,10.1016/j.jclepro.2024.144497,Metal oxide,Mn0.5Co0.5O-N,Antibiotic,sulfamethoxazole,PMS,Non-radical,1O2; SO4•−; •OH; O2•−; Co(IV)=O,1O2,100,2,3.33,min-1,5,Co(II)/Co(III); Mn(II)/Mn(III/IV); N-doped electron-rich metal sites,False,False
Construction-of-CoFe2O4-Fe2O3-S-type-heterojunctions-on-_2025_Separation-and,Construction of CoFe2O4/Fe2O3 S-type heterojunctions on biochar for activating peroxymonosulfate towards simultaneous removal of TC and Cr (VI),,2024,10.1016/j.seppur.2024.129157,Biochar,BC/CoFe2O4/Fe2O3,Antibiotic,tetracycline,PMS,Radical,SO4•−; •OH; O2•−,SO4•−,98.84,45,,min-1,6,,True,False
Construction-of-a-gelatin-aerogel-catalyst-functionalized-wi_2024_Chemical-E,Construction of a gelatin aerogel catalyst functionalized with LaCoO3 and g-C3N5 for efficient ciprofloxacin degradation via adsorption and peroxymonosulfate activation,,2024,10.1016/j.cej.2024.153106,Perovskite,GA-LCCN-1.5,Antibiotic,ciprofloxacin,PMS,Both,SO4•−; •OH; 1O2,,95.7,60,0.045,min-1,5,oxygen vacancies; Co²+/Co³+ redox couple; La³+/La⁴+ redox couple,False,False
Construction-of-biochar-supported-single-cobalt-atom-cataly_2025_Chemical-En,Construction of biochar supported single cobalt atom catalysts from coffee grounds on peroxymonosulfate activation for sulfamethoxazole degradation,,2024,10.1016/j.cej.2024.158889,SAC,SA-Co12-BC,Antibiotic,sulfamethoxazole,PMS,Non-radical,1O2,1O2,100,30,,min-1,2,Co-N5,False,False
Copper-doped-ZIF-67-wood-aerogel-for-effecti_2024_Journal-of-Environmental-C,Copper-doped ZIF-67/wood aerogel for effective peroxymonosulfate activation,,2024,10.1016/j.jece.2024.112612,MOF-derived,ZIF-67B@WA (Co0.6Cu0.4),Dye,Rhodamine B,PMS,Radical,SO4•−; •OH,SO4•−,100,15,0.743,min-1,4,Co2+/Co3+; Cu+/Cu2+,False,False
Decomposition-of-tetracycline-with-peroxymonosulfate-activ_2025_Separation-a,Decomposition of tetracycline with peroxymonosulfate activated by an ordered hierarchical pores Fe-N/C catalyst rich in FeNx sites: Insights into singlet oxygen mechanism,,2024,10.1016/j.seppur.2024.129489,SAC,Fe-N/C-2,Antibiotic,tetracycline,PMS,Non-radical,SO4•−; •OH; 1O2; O2•−,1O2,89.36,20,0.245,min-1,5,FeNx; Fe2+-pyridinic N,False,False
Developing-carbon-nitride-with-tailored-defect-stru_2024_Applied-Catalysis-B,Developing carbon nitride with tailored defect structure for exceptional nonradical activation of peroxymonosulfate,Applied Catalysis B: Environmental,2024,10.1016/j.apcatb.2024.124341,Carbon-based,VCN0.10-T,Dye,Acid Orange 7,PMS,Non-radical,1O2,1O2,100,20,0.21,min-1,5,N3c-site vacancy,True,False
Dielectric-barrier-discharge-plasma-in-situ-microbubble-ae_2025_Separation-a,Dielectric barrier discharge plasma in-situ microbubble aeration with peroxymonosulfate for levofloxacin degradation: Microbubble superior performance and pH-dependent mechanism,Separation and Purification Technology,2024,10.1016/j.seppur.2024.129626,Other,DBD plasma with ceramic membrane aeration,Antibiotic,levofloxacin,PMS,Both,HO•; SO4•−; 1O2; O2•−,HO• and 1O2,94.1,10,,min-1,,,False,False
Do-Fe2O3-TiO2-heterojunctions-improve-the-wastew_2025_Journal-of-Environment,Do Fe2O3/TiO2 heterojunctions improve the wastewater disinfection process?,Journal of Environmental Management,2024,10.1016/j.jenvman.2024.123773,Metal oxide,mesoporous TiO2 (Cat1) and Fe2O3-TiO2 composites (Cat2–Cat5),Other,Enterococcus faecalis,PMS,Radical,•OH; SO4•−,•OH,100,10,,min-1,4,,True,False
Dual-activation-of-peroxymonosulfate-with-FeS2-Co3O4-C-ca_2024_Journal-of-Al,Dual activation of peroxymonosulfate with FeS2@Co3O4-C catalyst and visible light for the efficient degradation of tetracycline,,2024,10.1016/j.jallcom.2024.175474,MOF-derived,FeS2@Co3O4-C,Antibiotic,tetracycline,PMS,Non-radical,1O2; O2•−; h+,1O2,97.2,20,,min-1,5,Fe(II)/Fe(III); Co(II)/Co(III); S²⁻,True,False
Efficacy-and-mechanism-of-activation-peroxymonos_2024_Colloids-and-Surfaces-,Efficacy and mechanism of activation peroxymonosulfate for tetracycline degradation by AC-MIL-101(Fe)-derived magnetic CuO/Fe2O3/CuFe2O4,,2024,10.1016/j.colsurfa.2024.134867,MOF-derived,CuO/Fe2O3/CuFe2O4 (CFC-0.50),Antibiotic,tetracycline,PMS,Both,SO4•−; •OH; O2•−; 1O2,,97.77,30,0.1324,min-1,4,Fe2+/Fe3+; Cu+/Cu2+; lattice oxygen,False,False
Efficient-degradation-of-levofloxacin-using-perox_2024_Colloids-and-Surfaces,Efficient degradation of levofloxacin using peroxymonosulfate activated by a novel magnetic catalyst derived from waste walnut shell biomass,,2024,10.1016/j.colsurfa.2024.134668,MOF-derived,BC@CobC,Pharmaceutical,levofloxacin,PMS,Both,SO4•−; •OH; O2•−; 1O2,1O2,89.88,15,,min-1,4,Co⁰; Co²⁺; pyridinic N; graphitic N; oxygen vacancies,False,False
Efficient-ofloxacin-degradation-via-peroxymonosulfate-activatio_2024_Environ,Efficient ofloxacin degradation via peroxymonosulfate activation using an S-scheme MoS2/Co3O4 heterojunction composite under visible light: Performance and mechanistic insights,,2024,10.1016/j.envres.2024.119891,Metal oxide,MoS2/Co3O4,Antibiotic,ofloxacin,PMS,Non-radical,1O2; h+; O2•−; SO4•−; •OH,1O2,100,15,0.429,min-1,5,Co–Mo interaction; built-in electric field,True,False
Efficient-peroxymonosulfate-activation-by-iron-cobalt-bimeta_2024_Separation,"Efficient peroxymonosulfate activation by iron-cobalt bimetallic biochar for rapid removal of antibiotic resistant bacteria, antibiotic resistance genes, and ampicillin: The coexisting of free-radical and non-radical pathways",,2024,10.1016/j.seppur.2024.127025,Biochar,Fe-Co@BC,Antibiotic,ampicillin,PMS,Both,SO4•−; •OH; 1O2; O2•−,SO4•− and 1O2,99.24,40,0.10687,min-1,5,Co(II)/Co(III); Fe(II)/Fe(III); C=O groups; defects in carbon structure,False,False
Efficient-peroxymonosulfate-activation-by-nanoscale-zerovale_2024_Journal-of,Efficient peroxymonosulfate activation by nanoscale zerovalent iron for removal of sulfadiazine and sulfadiazine resistance bacteria: Sulfidated modification or not,,2024,10.1016/j.jhazmat.2024.133869,Other,nanoscale zerovalent iron,Antibiotic,sulfadiazine,PMS,,SO4•−; •OH; 1O2; O2•−,,97.7,1,3.7817,min-1,,,False,False
Efficient-removal-of-plasticiser-dibutyl-phthalate-on-CoP_2024_Applied-Catal,Efficient removal of plasticiser dibutyl phthalate on CoP cluster anchored MXene via boosting peroxymonosulfate activation: Catalytic performance and decomposition mechanism,Applied Catalysis B: Environmental,2024,10.1016/j.apcatb.2024.124433,Other,CoP/MXeneba,Other,dibutyl phthalate,PMS,Non-radical,SO4•−; •OH; O2•−; 1O2,1O2,100,30,0.1285,min-1,4,Co2+/Co3+ redox couple; highly reduced titanium atoms,False,False
Efficient-removal-of-size-fractionated-antibiotic-resistance-_2024_Chemical-,Efficient removal of size-fractionated antibiotic resistance genes (ARGs) in WWTPs secondary effluent by vacuum ultraviolet (VUV) activated potassium peroxymonosulfate (PMS),,2024,10.1016/j.cej.2024.150779,,,Antibiotic,antibiotic resistance genes,PMS,Radical,•OH; SO4•−,•OH,95.0,30,0.2849,min-1,,,True,False
Electro-activation-of-peroxymonosulfate-using-a-carbon-fiber_2024_Chemical-E,Electro-activation of peroxymonosulfate using a carbon fiber membrane anode for high-efficient degradation of antibiotic wastewater: The dominant role of singlet oxygen,,2024,10.1016/j.cej.2024.150239,Carbon-based,polyacrylonitrile-based carbon fiber membrane anode,Antibiotic,tetracycline,PMS,Non-radical,1O2; O2•−,1O2,96.0,15,0.273,min-1,15,sp²-hybridized carbon; C=O; COOH; C-OH/C-O-C,False,True
Electrochemical-oxidation-of-ammonia-in-a-granular-acti_2024_Separation-and-,Electrochemical oxidation of ammonia in a granular activated carbon/ peroxymonosulfate/chlorine three-dimensional electrode system,,2024,10.1016/j.seppur.2024.127038,Carbon-based,granular activated carbon,Other,ammonia,PMS,Radical,SO4•−; •OH; Cl•,,100,45,,min-1,,,False,True
Electron-transfer-mechanism-mediated-MOF-derived-nanof_2024_Journal-of-Envir,Electron transfer mechanism mediated MOF-derived nanoflowers catalyst for promoting peroxymonosulfate activation and ciprofloxacin degradation,,2024,10.1016/j.jece.2024.114239,MOF-derived,cobalt-manganese oxide nanoflowers,Antibiotic,ciprofloxacin,PMS,Non-radical,SO4•−; 1O2,electron transfer,100,30,0.296,min-1,4,Co2+/Co3+; Mn2+/Mn3+/Mn4+; oxygen vacancies,False,False
Electronic-structure-reconstruction-of-Fe-Mn-diatomic_2025_Applied-Catalysis,Electronic structure reconstruction of Fe-Mn diatomic pair for disentangling activity-stability tradeoff in Fenton-like reactions,Applied Catalysis B: Environmental,2024,10.1016/j.apcatb.2024.124920,SAC,Fe-Mn diatomic catalysts,Phenolic compound,2-chlorophenol,PMS,Non-radical,Fe(V)=O; Mn(IV)=O,HVMO,100,5,0.62,min-1,,Fe-Mn diatomic pairs; FeN4; MnN4,False,False
Embedding-Fe-Co-diatomic-catalyst-into-double-layer-_2025_Applied-Catalysis-,Embedding Fe-Co diatomic catalyst into double-layer PAN@FeCo/NC@PVDF composite membrane for superior catalytic distillation,Applied Catalysis B: Environmental,2024,10.1016/j.apcatb.2024.124957,SAC,Fe-Co diatomic catalyst (FeCo/NC),Phenolic compound,bisphenol A,PMS,Radical,SO4•−; •OH,,98,30,0.1371,min-1,,FeCoN6,False,False
Enhanced-activation-of-peroxymonosulfate-by-CuO-modified_2025_Journal-of-Env,Enhanced activation of peroxymonosulfate by CuO modified biochar through mechanochemical synthesis: Insights into the roles of active sites and electron density redistribution,,2024,10.1016/j.jece.2024.115180,Biochar,BM BC-CuO,Antibiotic,tetracycline,PMS,Both,•OH; 1O2; O2•−; SO4•−,•OH and 1O2,99.55,40,0.1276,min-1,5,C––O; Cu-OH; Cu(I),False,False
Enhanced-activation-of-peroxymonosulfate-by-oxygen-doped-FeS2-C_2025_Chemica,Enhanced activation of peroxymonosulfate by oxygen-doped FeS2/Co3S4 anchored on activated carbon fibers for sulfamethoxazole degradation and sulfonamide-resistant bacteria inactivation: The key role of surface and interface sulfur vacancies,,2024,10.1016/j.cej.2024.159028,Metal oxide,O-FCS-3@ACFs,Antibiotic,Sulfamethoxazole,PMS,Non-radical,SO4•−; •OH; 1O2; O2•−,1O2,99.65,80,0.057,min-1,3,surface sulfur vacancies; interface sulfur vacancies; Co sites; Fe sites,False,False
Enhanced-peroxymonosulfate-activation-for-rapid-degrad_2024_Separation-and-P,Enhanced peroxymonosulfate activation for rapid degradation of ciprofloxacin using a novel ternary ZIF-67@MnOOH@GO composite,,2024,10.1016/j.seppur.2024.127360,MOF-derived,ZIF-67@MnOOH@GO,Antibiotic,ciprofloxacin,PMS,Both,SO4•−; •OH; O2•−; 1O2,1O2,97.8,20,0.434,min-1,5,Co2+/Co3+; Mn2+/Mn3+; oxygen vacancies; surface hydroxyl groups,False,False
Enhanced-peroxymonosulfate-activation-via-MOF-deriv_2024_Journal-of-Environm,Enhanced peroxymonosulfate activation via MOF-derived bimetal core-shell Co-Fe@NC hybrids to degrade emerging pollutants,,2024,10.1016/j.jece.2024.112062,MOF-derived,Co-Fe@NC-0.2,Other,tetrabromobisphenol S,PMS,Both,SO4•−; •OH; O2•−; 1O2,O2•− and 1O2,100,60,0.062,min-1,5,pyridinic N; Fe-N/Co-N; graphitic N; oxygen vacancies; Fe°; Co°,False,False
Enhanced-removal-of-antibiotic-resistant-bacteria-and-resistan_2024_Journal-,Enhanced removal of antibiotic-resistant bacteria and resistance genes by three-dimensional electrochemical process using MgFe2O4-loaded biochar as both particle electrode and catalyst for peroxymonosulfate activation,Journal of Hazardous Materials,2024,10.1016/j.jhazmat.2024.135668,Biochar,MgFe2O4-loaded biochar,Antibiotic,Escherichia coli DH5α,PMS,Both,SO4•−; •OH; 1O2,1O2,100,5,,min-1,,,False,True
Enhanced-treatment-of-high-chloride-organic-wastewater-u_2024_Applied-Cataly,Enhanced treatment of high chloride organic wastewater under lower peroxymonosulfate consumption: A pathway for the formation of Fe(IV)=O excited by chloride ions,Applied Catalysis B: Environmental,2024,10.1016/j.apcatb.2024.124471,SAC,Fe-CNs,Antibiotic,sulfamethoxazole,PMS,Non-radical,Fe(IV)=O,Fe(IV)=O,94,20,0.15389,min-1,,Fe-pyridinic N6,False,False
Enhancing-degradation-of-sulfamethoxazole-by-layered-double-hy_2024_Environm,Enhancing degradation of sulfamethoxazole by layered double hydroxide/ carbon nanotubes catalyst via synergistic effect of photocatalysis/ persulfate activation,,2024,,Other,Co3Mn-LDHs/CNT,Antibiotic,sulfamethoxazole,PMS,Radical,SO4•−; •OH; O2•−; 1O2,SO4•−,61.25,60,0.014,min-1,10,Co2+/Co3+; Mn3+/Mn4+; oxygen vacancies,True,False
Enhancing-degradation-of-sulfapyridine-by-magnetic-Fe2O3-CoFe_2024_Chemical-,Enhancing degradation of sulfapyridine by magnetic Fe2O3-CoFe2O4@NC prepared through a facile solid phase coordination-calcination method for peroxymonosulfate activation,,2024,10.1016/j.cej.2024.151204,MOF-derived,Fe2O3-CoFe2O4@NC,Antibiotic,sulfapyridine,PMS,Both,SO4•−; •OH; 1O2; O2•−,SO4•− and 1O2,100,10,0.5314,min-1,5,Co(II)/Co(III); Fe(II)/Fe(III); pyridinic N; graphitic N; lattice oxygen,False,False
Excellent-bisphenol-A-removal-performance-triggered-by-e_2025_Journal-of-Col,"Excellent bisphenol A removal performance triggered by electron-transfer regime on cobalt phosphide embedded in nitrogen, sulfur-doped carbon/ MXene",,2024,10.1016/j.jcis.2024.10.050,MOF-derived,nitrogen-sulfur co-doped carbon encapsulated cobalt phosphide on MXene nanosheets,Phenolic compound,bisphenol A,PMS,Non-radical,,,98.2,5,1.485,min-1,2,Co2P nanoparticles; nitrogen-sulfur co-doped carbon,False,False
Exploration-of-the-mechanism-of-levofloxacin-removal-b_2024_Journal-of-Collo,Exploration of the mechanism of levofloxacin removal by N-doped-induced interfacial micro-electric field-activated persulfate,,2024,10.1016/j.jcis.2024.06.236,MOF-derived,FC-CN (Po: Pd=3:1),Antibiotic,levofloxacin,PMS,Both,SO4•−; •OH; 1O2; O2•−,1O2,99.8,90,0.0737,min-1,5,pyrrolic nitrogen (Po); pyridinic nitrogen (Pd); Fe3+/Co2+ redox pairs,False,True
Fabrication-of-Z-scheme-Fe2O3-g-C3N4-nanocomposite-with-impr_2024_Journal-of,Fabrication of Z-scheme Fe2O3/g-C3N4 nanocomposite with improved visible light induced photodegradation of pharmaceutical pollutants and photoelectrochemical water oxidation,Journal of Alloys and Compounds,2024,10.1016/j.jallcom.2024.176086,Metal oxide,Fe2O3/g-C3N4,Pharmaceutical,sulfamethoxazole,PMS,Radical,•OH; O2•−,•OH,97.8,30,0.0887,min-1,5,,True,False
Facilely-tuning-the-coating-layers-of-Fe-nanoparticles-_2024_Journal-of-Coll,Facilely tuning the coating layers of Fe nanoparticles from iron carbide to iron nitride for different performance in Fenton-like reactions,Journal of Colloid and Interface Science,2024,10.1016/j.jcis.2024.06.029,MOF-derived,Fe/Fe3C@NC,Pharmaceutical,carbamazepine,PMS,Radical,•OH; O2•−,•OH,100,10,0.622,min-1,4,Fe°; Fe3C,False,False
Fenton-like-membrane-reactor-assembled-by-electron-polarization-a_2024_Water,Fenton-like membrane reactor assembled by electron polarization and defect engineering modifying Co3O4 spinel for flow-through removal of organic contaminants,Water Research,2024,10.1016/j.watres.2024.121351,Metal oxide,Al-doped and oxygen vacancies-enriched Co3O4 spinel (ACO-Ov),Antibiotic,tetracycline,PMS,Both,SO4•−; •OH; 1O2; O2•−,SO4•−,99.9,30,0.085,ms-1,,electron-rich Co(II) centers; oxygen vacancies (Ov),False,False
Formation-of-brominated-and-nitrated-byproducts-during-_2024_Journal-of-Haza,Formation of brominated and nitrated byproducts during unactivated peroxymonosulfate oxidation of phenol,Journal of Hazardous Materials,2024,10.1016/j.jhazmat.2024.134265,Other,none,Phenolic compound,phenol,PMS,Non-radical,HOBr,HOBr,100,120,0.0315,min-1,,,False,False
Functionalized-sea-urchin-like-MnO2-with-chitosan-to_2024_Colloids-and-Surfa,Functionalized sea urchin-like MnO2 with chitosan to load CaCo layered double hydroxides for advanced catalytic oxidation of antibiotics through activation of peroxymonosulfate,,2024,10.1016/j.colsurfa.2024.134705,Perovskite,MnO2@CS-CaCo LDHs,Antibiotic,"ciprofloxacin, norfloxacin, sulfamethoxazole",PMS,Non-radical,SO4•−; •OH; 1O2; O2•−,1O2,96.58,20,,min-1,10,oxygen vacancies; Co(II)/Co(III); Mn(III)/Mn(IV); C=O/C-O groups,False,False
Graphitized-carbon-encapsulated-Co-anode-electroche_2024_Journal-of-Environm,Graphitized carbon encapsulated Co anode electrochemically activating persulfate for sulfamethoxazole degradation,,2024,10.1016/j.jece.2024.114847,Carbon-based,Co@EC,Antibiotic,sulfamethoxazole,PMS,Non-radical,1O2; O2•−; SO4•−; •OH,1O2,100,9,0.669,min-1,10,graphitized carbon shell; metallic Co core,False,True
Heterogeneous-Fe-Ni-dual-atom-catalysts-coupled-N-v_2025_Applied-Catalysis-B,Heterogeneous Fe-Ni dual-atom catalysts coupled N-vacancy engineering for enhanced activation of peroxymonosulfate,Applied Catalysis B: Environmental,2024,10.1016/j.apcatb.2024.124538,SAC,FeNi-Nv/CN,Dye,Orange II,PMS,Non-radical,SO4•−; •OH; O2•−; 1O2,1O2,98.2,4,1.0688,min-1,20,Fe-Ni dual atom pairs; N vacancies,False,False
Highly-efficient-activation-of-peroxymonosulfate-by-_2025_Separation-and-Pur,Highly efficient activation of peroxymonosulfate by MOF derived CoS2@C for degradation of ciprofloxacin,,2024,10.1016/j.seppur.2024.128275,MOF-derived,CoS2@C-3,Antibiotic,ciprofloxacin,PMS,Both,SO4•−; •OH; 1O2; O2•−,,90,10,0.249,min-1,5,Co(II); S vacancies,False,False
Hydrogen-peroxide-enhanced-Cu-II--peroxymonosulfate-system-fo_2024_Chemical-,Hydrogen peroxide enhanced Cu(II)/peroxymonosulfate system for naproxen degradation in natural water matrix and simultaneously reduced the formation potential of halogenated by-products,,2024,10.1016/j.cej.2024.152979,Other,Cu(II),Pharmaceutical,naproxen,PMS,Both,SO4•−; •OH; Cu(III),Cu(III),100.0,3.0,1.217,min-1,,,False,False
In-situ-fabrication-of-MOF-derived-MnO-C-modified-graphite-_2024_Separation-,"In-situ fabrication of MOF-derived MnO-C modified graphite felt for electro-activation of peroxymonosulfate toward degradation of tetracycline: Performance, mechanism and degradation pathway",,2024,10.1016/j.seppur.2024.126766,MOF-derived,MnO-C800/GF,Antibiotic,tetracycline,PMS,Both,SO4•−; •OH; O2•−; 1O2,1O2,90.48,60,0.0031,min-1,5,Mn(II)/Mn(III)/Mn(IV) redox couples; carbon defects; oxygen functional groups,False,True
In-situ-synthesis-of-carbon-coated-Co3O4-nanowire-for-effici_2024_Chemical-E,In-situ synthesis of carbon-coated Co3O4 nanowire for efficient activation of peroxymonosulfate while reducing ion leaching through protection and secondary enrichment,Chemical Engineering Journal,2024,10.1016/j.cej.2024.157301,Metal oxide,CoF@Co3O4@C-400,Antibiotic,ciprofloxacin,PMS,Both,SO4•−; •OH; 1O2; O2•−,"SO4•−, •OH and 1O2",99.5,24,0.2053,min-1,10,Co2+/Co3+ redox couple; defective carbon layer; oxygen vacancies; C–C and O-C–O groups,False,False
